172,"foot on the top bar. ""Why did you do it, then?"" he asked, after a short pause;",CD

173,"abruptly enough but in a softer tone. ""If you didn't want to do it, why did you",CD

174,"do it? Where did you sing them? Public-house?""",CD

175,"To which Mr. Lamps returned the curious reply: ""Bedside.""",CD

176,"At this moment, while the traveller looked at him for elucidation, Mugby",CD

177,"Junction started suddenly, trembled violently, and opened its gas eyes. ""She's",CD

178,"got up!"" Lamps announced, excited. ""What lays in her power is sometimes",CD

179,"more, and sometimes less; but it's laid in her power to get up to-night, by",CD

180,"George!""",CD

181,"The legend ""Barbox Brothers"" in large white letters on two black surfaces,",CD

182,"was very soon afterwards trundling on a truck through a silent street, and,",CD

183,"when the owner of the legend had shivered on the pavement half an hour, what",CD

184,"time the porter's knocks at the Inn Door knocked up the whole town first, and",CD

185,"the Inn last, he groped his way into the close air of a shut-up house, and so",CD

186,groped between the sheets of a shut-up bed that seemed to have been expressly,CD

187,refrigerated for him when last made.,CD

188,II,CD

189,"""You remember me, Young Jackson?""",CD

190,"""What do I remember if not you? You are my first remembrance. It was",CD

191,you who told me that was my name. It was you who told me that on every,CD

192,twentieth of December my life had a penitential anniversary in it called a,CD

193,"birthday. I suppose the last communication was truer than the first!""",CD

194,"""What am I like, Young Jackson?""",CD

195,"""You are like a blight all through the year, to me. You hard-lined, thinlipped, repressive, changeless woman with a wax mask on. You are like the",CD

196,"Devil to me; most of all when you teach me religious things, for you make me",CD

197,"abhor them.""",CD

198,"""You remember me, Mr. Young Jackson?"" In another voice from another",CD

199,quarter.,CD

200,"""Most gratefully, sir. You were the ray of hope and prospering ambition in",CD

201,"my life. When I attended your course, I believed that I should come to be a",CD

202,"great healer, and I felt almost happy-even though I was still the one boarder",CD

203,"in the house with that horrible mask, and ate and drank in silence and",CD

204,"constraint with the mask before me, every day. As I had done every, every,",CD

205,"every day, through my school-time and from my earliest recollection.""",CD

206,"""What am I like, Mr. Young Jackson?""",CD

207,"""You are like a Superior Being to me. You are like Nature beginning to",CD

208,"reveal herself to me. I hear you again, as one of the hushed crowd of young",CD

209,"men kindling under the power of your presence and knowledge, and you bring",CD

210,"into my eyes the only exultant tears that ever stood in them.""",CD

211,"""You remember Me, Mr. Young Jackson?"" In a grating voice from quite",CD

212,another quarter.,CD

213,"""Too well. You made your ghostly appearance in my life one day, and",CD

214,announced that its course was to be suddenly and wholly changed. You,CD

215,showed me which was my wearisome seat in the Galley of Barbox Brothers.,CD

216,"(When they were, if they ever were, is unknown to me; there was nothing of",CD

217,"them but the name when I bent to the oar.) You told me what I was to do, and",CD

218,"what to be paid; you told me afterwards, at intervals of years, when I was to",CD

219,"sign for the Firm, when I became a partner, when I became the Firm. I know",CD

220,"no more of it, or of myself.""",CD

221,"""What am I like, Mr. Young Jackson?""",CD

222,"""You are like my father, I sometimes think. You are hard enough and cold",CD

223,enough so to have brought up an unacknowledged son. I see your scanty,CD

224,"figure, your close brown suit, and your tight brown wig; but you, too, wear a",CD

225,wax mask to your death. You never by a chance remove it-it never by a,CD

226,"chance falls off-and I know no more of you.""",CD

227,"Throughout this dialogue, the traveller spoke to himself at his window in",CD

228,"the morning, as he had spoken to himself at the Junction over-night. And as he",CD

229,"had then looked in the darkness, a man who had turned grey too soon, like a",CD

230,"neglected fire: so he now looked in the sunlight, an ashier grey, like a fire",CD

231,which the brightness of the sun put out.,CD

232,The firm of Barbox Brothers had been some offshoot or irregular branch of,CD

233,the Public Notary and bill-broking tree. It had gained for itself a griping,CD

234,"reputation before the days of Young Jackson, and the reputation had stuck to it",CD

235,and to him. As he had imperceptibly come into possession of the dim den up,CD

236,"in the corner of a court off Lombard-street, on whose grimy windows the",CD

237,inscription Barbox Brothers had for many long years daily interposed itself,CD

238,"between him and the sky, so he had insensibly found himself a personage held",CD

239,"in chronic distrust, whom it was essential to screw tight to every transaction in",CD

240,"which he engaged, whose word was never to be taken without his attested",CD

241,"bond, whom all dealers with openly set up guards and wards against. This",CD

242,character had come upon him through no act of his own. It was as if the,CD

243,"original Barbox had stretched himself down upon the office-floor, and had",CD

244,"thither caused to be conveyed Young Jackson in his sleep, and had there",CD

245,effected a metempsychosis and exchange of persons with him. The discovery,CD

246,"-aided in its turn by the deceit of the only woman he had ever loved, and the",CD

247,deceit of the only friend he had ever made: who eloped from him to be,CD

248,"married together-the discovery, so followed up, completed what his earliest",CD

249,"rearing had begun. He shrank, abashed, within the form of Barbox, and lifted",CD

250,up his head and heart no more.,CD

251,But he did at last effect one great release in his condition. He broke the oar,CD

252,"he had plied so long, and he scuttled and sank the galley. He prevented the",CD

253,"gradual retirement of an old conventional business from him, by taking the",CD

254,initiative and retiring from it. With enough to live on (though after all with not,CD

255,"too much), he obliterated the firm of Barbox Brothers from the pages of the",CD

256,"Post-office Directory and the face of the earth, leaving nothing of it but its",CD

257,name on two portmanteaus.,CD

258,"""For one must have some name in going about, for people to pick up,"" he",CD

259,"explained to Mugby High-street, through the Inn-window, ""and that name at",CD

260,"least was real once. Whereas, Young Jackson!-Not to mention its being a",CD

261,"sadly satirical misnomer for Old Jackson.""",CD

262,"He took up his hat and walked out, just in time to see, passing along on the",CD

263,"opposite side of the way, a velveteen man, carrying his day's dinner in a small",CD

264,"bundle that might have been larger without suspicion of gluttony, and pelting",CD

265,away towards the Junction at a great pace.,CD

266,"""There's Lamps!"" said Barbox Brother. ""And by-the-by-""",CD

267,"Ridiculous, surely, that a man so serious, so self-contained, and not yet",CD

268,"three days emancipated from a routine of drudgery, should stand rubbing his",CD

269,"chin in the street, in a brown study about Comic Songs.",CD

270,"""Bedside?"" said Barbox Brothers, testily. ""Sings them at the bedside? Why",CD

271,"at the bedside, unless he goes to bed drunk? Does, I shouldn't wonder. But it's",CD

272,"no business of mine. Let me see. Mugby Junction, Mugby Junction. Where",CD

273,shall I go next? As it came into my head last night when I woke from an,CD

274,"uneasy sleep in the carriage and found myself here, I can go anywhere from",CD

275,here. Where shall I go? I'll go and look at the Junction by daylight. There's no,CD

276,"hurry, and I may like the look of one Line better than another.""",CD

277,But there were so many Lines. Gazing down upon them from a bridge at,CD

278,"the Junction, it was as if the concentrating Companies formed a great",CD

279,Industrial Exhibition of the works of extraordinary ground-spiders that spun,CD

280,"iron. And then so many of the Lines went such wonderful ways, so crossing",CD

281,"and curving among one another, that the eye lost them. And then some of them",CD

282,"appeared to start with the fixed intention of going five hundred miles, and all",CD

283,"of a sudden gave it up at an insignificant barrier, or turned off into a workshop.",CD

284,"And then others, like intoxicated men, went a little way very straight, and",CD

285,"surprisingly slued round and came back again. And then others were so chockfull of trucks of coal, others were so blocked with trucks of casks, others were",CD

286,"so gorged with trucks of ballast, others were so set apart for wheeled objects",CD

287,"like immense iron cotton-reels: while others were so bright and clear, and",CD

288,others were so delivered over to rust and ashes and idle wheelbarrows out of,CD

289,"work, with their legs in the air (looking much like their masters on strike), that",CD

290,"there was no beginning, middle, or end, to the bewilderment.",CD

291,"Barbox Brothers stood puzzled on the bridge, passing his right hand across",CD

292,"the lines on his forehead, which multiplied while he looked down, as if the",CD

293,railway Lines were getting themselves photographed on that sensitive plate.,CD

294,"Then, was heard a distant ringing of bells and blowing of whistles. Then,",CD

295,"puppet-looking heads of men popped out of boxes in perspective, and popped",CD

296,"in again. Then, prodigious wooden razors set up on end, began shaving the",CD

297,"atmosphere. Then, several locomotive engines in several directions began to",CD

298,"scream and be agitated. Then, along one avenue a train came in. Then, along",CD

299,"another two trains appeared that didn't come in, but stopped without. Then,",CD

300,"bits of trains broke off. Then, a struggling horse became involved with them.",CD

301,"Then, the locomotives shared the bits of trains, and ran away with the whole.",CD

302,"""I have not made my next move much clearer by this. No hurry. No need",CD

303,"to make up my mind to-day, or to-morrow, nor yet the day after. I'll take a",CD

304,"walk.""",CD

305,It fell out somehow (perhaps he meant it should) that the walk tended to,CD

306,"the platform at which he had alighted, and to Lamps's room. But Lamps was",CD

307,not in his room. A pair of velveteen shoulders were adapting themselves to one,CD

308,"of the impressions on the wall by Lamps's fireplace, but otherwise the room",CD

309,"was void. In passing back to get out of the station again, he learnt the cause of",CD

310,"this vacancy, by catching sight of Lamps on the opposite line of railway,",CD

311,"skipping along the top of a train, from carriage to carriage, and catching",CD

312,lighted namesakes thrown up to him by a coadjutor.,CD

313,"""He is busy. He has not much time for composing or singing Comic Songs",CD

314,"this morning, I take it.""",CD

315,"The direction he pursued now, was into the country, keeping very near to",CD

316,"the side of one great Line of railway, and within easy view of others. ""I have",CD

317,"half a mind,"" he said, glancing around, ""to settle the question from this point,",CD

318,"by saying, 'I'll take this set of rails, or that, or t'other, and stick to it.' They",CD

319,"separate themselves from the confusion, out here, and go their ways.""",CD

320,"Ascending a gentle hill of some extent, he came to a few cottages. There,",CD

321,looking about him as a very reserved man might who had never looked about,CD

322,"him in his life before, he saw some six or eight young children come merrily",CD

323,"trooping and whooping from one of the cottages, and disperse. But not until",CD

324,"they had all turned at the little garden gate, and kissed their hands to a face at",CD

325,"the upper window: a low window enough, although the upper, for the cottage",CD

326,had but a story of one room above the ground.,CD

327,"Now, that the children should do this was nothing; but that they should do",CD

328,"this to a face lying on the sill of the open window, turned towards them in a",CD

329,"horizontal position, and apparently only a face, was something noticeable. He",CD

330,looked up at the window again. Could only see a very fragile though a very,CD

331,"bright face, lying on one cheek on the window-sill. The delicate smiling face",CD

332,"of a girl or woman. Framed in long bright brown hair, round which was tied a",CD

333,"light blue band or fillet, passing under the chin.",CD

334,"He walked on, turned back, passed the window again, shyly glanced up",CD

335,again. No change. He struck off by a winding branch-road at the top of the hill,CD

336,"-which he must otherwise have descended-kept the cottages in view,",CD

337,worked his way round at a distance so as to come out once more into the main,CD

338,road and be obliged to pass the cottages again. The face still lay on the,CD

339,"window-sill, but not so much inclined towards him. And now there were a pair",CD

340,of delicate hands too. They had the action of performing on some musical,CD

341,"instrument, and yet it produced no sound that reached his ears.",CD

342,"""Mugby Junction must be the maddest place in England,"" said Barbox",CD

343,"Brothers, pursuing his way down the hill. ""The first thing I find here is a",CD

344,Railway Porter who composes comic songs to sing at his bedside. The second,CD

345,"thing I find here is a face, and a pair of hands playing a musical instrument",CD

346,"that don't play!""",CD

347,"The day was a fine bright day in the early beginning of November, the air",CD

348,"was clear and inspiriting, and the landscape was rich in beautiful colours. The",CD

349,"prevailing colours in the court off Lombard-street, London city, had been few",CD

350,"and sombre. Sometimes, when the weather elsewhere was very bright indeed,",CD

351,"the dwellers in those tents enjoyed a pepper-and-salt-coloured day or two, but",CD

352,"their atmosphere's usual wear was slate, or snuff colour.",CD

353,"He relished his walk so well, that he repeated it next day. He was a little",CD

354,"earlier at the cottage than on the day before, and he could hear the children upstairs singing to a regular measure and clapping out the time with their hands.",CD

355,"""Still, there is no sound of any musical instrument,"" he said, listening at",CD

356,"the corner, ""and yet I saw the performing hands again, as I came by. What are",CD

357,"the children singing? Why, good Lord, they can never be singing the",CD

358,"multiplication-table!""",CD

359,"They were though, and with infinite enjoyment. The mysterious face had a",CD

360,voice attached to it which occasionally led or set the children right. Its musical,CD

361,"cheerfulness was delightful. The measure at length stopped, and was",CD

362,"succeeded by a murmuring of young voices, and then by a short song which he",CD

363,"made out to be about the current month of the year, and about what work it",CD

364,"yielded to the labourers in the fields and farm-yards. Then, there was a stir of",CD

365,"little feet, and the children came trooping and whooping out, as on the",CD

366,"previous day. And again, as on the previous day, they all turned at the garden",CD

367,"gate, and kissed their hands-evidently to the face on the window-sill, though",CD

368,Barbox Brothers from his retired post of disadvantage at the corner could not,CD

369,see it.,CD

370,"But as the children dispersed, he cut off one small straggler-a brown",CD

371,faced boy with flaxen hair-and said to him:,CD

372,"""Come here, little one. Tell me whose house is that?""",CD

373,"The child, with one swarthy arm held up across his eyes, half in shyness,",CD

374,"and half ready for defence, said from behind the inside of his elbow:",CD

375,"""Phoebe's.""",CD

376,"""And who,"" said Barbox Brothers, quite as much embarrassed by his part",CD

377,"in the dialogue as the child could possibly be by his, ""is Phoebe?""",CD

378,"To which the child made answer: ""Why, Phoebe, of course.""",CD

379,"The small but sharp observer had eyed his questioner closely, and had",CD

380,"taken his moral measure. He lowered his guard, and rather assumed a tone",CD

381,with him: as having discovered him to be an unaccustomed person in the art of,CD

382,polite conversation.,CD

383,"""Phoebe,"" said the child, ""can't be anybobby else but Phoebe. Can she?""",CD

384,"""No, I suppose not.""",CD

385,"""Well,"" returned the child, ""then why did you ask me?""",CD

386,"Deeming it prudent to shift his ground, Barbox Brothers took up a new",CD

387,position.,CD

388,"""What do you do there? Up there in that room where the open window is.",CD

389,"What do you do there?""",CD

390,"""Cool,"" said the child.",CD

391,"""Eh?""",CD

392,"""Co-o-ol,"" the child repeated in a louder voice, lengthening out the word",CD

393,"with a fixed look and great emphasis, as much as to say: ""What's the use of",CD

394,"your having grown up, if you're such a donkey as not to understand me?""",CD

395,"""Ah! School, school,"" said Barbox Brothers. ""Yes, yes, yes. And Phoebe",CD

396,"teaches you?""",CD

397,The child nodded.,CD

398,"""Good boy.""",CD

399,"""Tound it out, have you?"" said the child.",CD

400,"""Yes, I have found it out. What would you do with twopence, if I gave it",CD

401,"you?""",CD

402,"""Pend it.""",CD

403,The knock-down promptitude of this reply leaving him not a leg to stand,CD

404,"upon, Barbox Brothers produced the twopence with great lameness, and",CD

405,withdrew in a state of humiliation.,CD

406,"But, seeing the face on the window-sill as he passed the cottage, he",CD

407,"acknowledged its presence there with a gesture, which was not a nod, not a",CD

408,"bow, not a removal of his hat from his head, but was a diffident compromise",CD

409,"between or struggle with all three. The eyes in the face seemed amused, or",CD

410,"cheered, or both, and the lips modestly said: ""Good day to you, sir.""",CD

411,"""I find I must stick for a time to Mugby Junction,"" said Barbox Brothers,",CD

412,"with much gravity, after once more stopping on his return road to look at the",CD

413,"Lines where they went their several ways so quietly. ""I can't make up my",CD

414,"mind yet, which iron road to take. In fact, I must get a little accustomed to the",CD

415,"Junction before I can decide.""",CD

416,"So, he announced at the Inn that he was ""going to stay on, for the present,""",CD

417,"and improved his acquaintance with the Junction that night, and again next",CD

418,"morning, and again next night and morning: going down to the station,",CD

419,"mingling with the people there, looking about him down all the avenues of",CD

420,"railway, and beginning to take an interest in the incomings and outgoings of",CD

421,"the trains. At first, he often put his head into Lamps's little room, but he never",CD

422,found Lamps there. A pair or two of velveteen shoulders he usually found,CD

423,"there, stooping over the fire, sometimes in connexion with a clasped knife and",CD

424,"a piece of bread and meat; but the answer to his inquiry, ""Where's Lamps?""",CD

425,"was, either that he was ""t'other side the line,"" or, that it was his off-time, or (in",CD

426,"the latter case), his own personal introduction to another Lamps who was not",CD

427,"his Lamps. However, he was not so desperately set upon seeing Lamps now,",CD

428,but he bore the disappointment. Nor did he so wholly devote himself to his,CD

429,"severe application to the study of Mugby Junction, as to neglect exercise. On",CD

430,"the contrary, he took a walk every day, and always the same walk. But the",CD

431,"weather turned cold and wet again, and the window was never open.",CD

432,III,CD

433,"At length, after a lapse of some days, there came another streak of fine",CD

434,"bright hardy autumn weather. It was a Saturday. The window was open, and",CD

435,"the children were gone. Not surprising, this, for he had patiently watched and",CD

436,"waited at the corner, until they were gone.",CD

437,"""Good day,"" he said to the face; absolutely getting his hat clear off his",CD

438,head this time.,CD

439,"""Good day to you, sir.""",CD

440,"""I am glad you have a fine sky again, to look at.""",CD

441,"""Thank you, sir. It is kind of you.""",CD

442,"""You are an invalid, I fear?""",CD

443,"""No, sir. I have very good health.""",CD

444,"""But are you not always lying down?""",CD

445,"""O yes, I am always lying down, because I cannot sit up. But I am not an",CD

446,"invalid.""",CD

447,The laughing eyes seemed highly to enjoy his great mistake.,CD

448,"""Would you mind taking the trouble to come in, sir? There is a beautiful",CD

449,view from this window. And you would see that I am not at all ill-being so,CD

450,"good as to care.""",CD

451,"It was said to help him, as he stood irresolute, but evidently desiring to",CD

452,"enter, with his diffident hand on the latch of the garden gate. It did help him,",CD

453,and he went in.,CD

454,The room up-stairs was a very clean white room with a low roof. Its only,CD

455,inmate lay on a couch that brought her face on a level with the window. The,CD

456,"couch was white too; and her simple dress or wrapper being light blue, like the",CD

457,"band around her hair, she had an ethereal look, and a fanciful appearance of",CD

458,lying among clouds. He felt that she instinctively perceived him to be by habit,CD

459,a downcast taciturn man; it was another help to him to have established that,CD

460,"understanding so easily, and got it over.",CD

461,"There was an awkward constraint upon him, nevertheless, as he touched",CD

462,"her hand, and took a chair at the side of her couch.",CD

463,"""I see now,"" he began, not at all fluently, ""how you occupy your hands.",CD

464,"Only seeing you from the path outside, I thought you were playing upon",CD

465,"something.""",CD

466,She was engaged in very nimbly and dexterously making lace. A lacepillow lay upon her breast; and the quick movements and changes of her hands,CD

467,"upon it as she worked, had given them the action he had misinterpreted.",CD

468,"""That is curious,"" she answered, with a bright smile. ""For I often fancy,",CD

469,"myself, that I play tunes while I am at work.""",CD

470,"""Have you any musical knowledge?""",CD

471,She shook her head.,CD

472,"""I think I could pick out tunes, if I had any instrument, which could be",CD

473,made as handy to me as my lace-pillow. But I dare say I deceive myself. At all,CD

474,"events, I shall never know.""",CD

475,"""You have a musical voice. Excuse me; I have heard you sing.""",CD

476,"""With the children?"" she answered, slightly colouring. ""O yes. I sing with",CD

477,"the dear children, if it can be called singing.""",CD

478,"Barbox Brothers glanced at the two small forms in the room, and hazarded",CD

